step,wins,draws,losses,avg_moves,epsilon
10000,3180,5238,1582,8.06,0.1
20000,3993,5454,553,8.14,0.1
30000,4856,4567,577,7.95,0.1
40000,4505,4903,592,8.03,0.1
50000,4076,5298,626,8.12,0.1
60000,4835,4581,584,7.96,0.1
70000,4564,4798,638,8.04,0.1
80000,5523,3828,649,7.83,0.1
90000,6000,3318,682,7.71,0.1
100000,6129,3236,635,7.7,0.1
