step,wins,draws,losses,avg_moves,epsilon
10000,2643,3445,3912,0.0,0.1
20000,2793,3440,3767,0.0,0.1
30000,2814,3465,3721,0.0,0.1
40000,2867,3402,3731,0.0,0.1
50000,2825,3544,3631,0.0,0.1
60000,2889,3495,3616,0.0,0.1
70000,2847,3495,3658,0.0,0.1
80000,2828,3490,3682,0.0,0.1
90000,2854,3508,3638,0.0,0.1
100000,2902,3469,3629,0.0,0.1
