step,wins,draws,losses,avg_moves,epsilon
10000,238,8798,964,8.73,0.1
20000,453,8935,612,8.77,0.1
30000,1150,8062,788,8.59,0.1
40000,1361,7843,796,8.54,0.1
50000,3461,5582,957,8.07,0.1
60000,5975,2985,1040,7.55,0.1
70000,6544,2400,1056,7.43,0.1
80000,5774,3181,1045,7.59,0.1
90000,5937,2977,1086,7.55,0.1
100000,6596,2292,1112,7.41,0.1
