step,wins,draws,losses,avg_moves,epsilon
10000,2647,3518,3835,0.0,0.1
20000,2758,3524,3718,0.0,0.1
30000,2812,3423,3765,0.0,0.1
40000,2914,3412,3674,0.0,0.1
50000,2961,3487,3552,0.0,0.1
60000,2830,3526,3644,0.0,0.1
70000,2853,3431,3716,0.0,0.1
80000,2934,3404,3662,0.0,0.1
90000,2885,3422,3693,0.0,0.1
100000,2875,3472,3653,0.0,0.1
