step,wins,draws,losses,avg_moves,epsilon
10000,825,8014,1161,8.61,0.1
20000,2280,6907,813,8.4,0.1
30000,4024,5343,633,8.11,0.1
40000,5493,3802,705,7.8,0.1
50000,6035,3184,781,7.69,0.1
60000,5779,3503,718,7.77,0.1
70000,5481,3807,712,7.84,0.1
80000,5529,3677,794,7.8,0.1
90000,5948,3308,744,7.71,0.1
100000,5881,3351,768,7.74,0.1
