step,wins,draws,losses,avg_moves,epsilon
10000,628,2407,6965,7.32,0.99
20000,609,2508,6883,7.34,0.99
30000,678,2465,6857,7.32,0.99
40000,617,2388,6995,7.31,0.99
50000,653,2542,6805,7.35,0.99
60000,648,2472,6880,7.34,0.99
70000,645,2403,6952,7.31,0.99
80000,677,2430,6893,7.32,0.99
90000,672,2444,6884,7.32,0.99
100000,653,2366,6981,7.32,0.99
