step,wins,draws,losses,avg_moves,epsilon
10000,272,8195,1533,0.0,0.1
20000,343,8152,1505,0.0,0.1
30000,321,8220,1459,0.0,0.1
40000,342,8233,1425,0.0,0.1
50000,329,8215,1456,0.0,0.1
60000,321,8239,1440,0.0,0.1
70000,369,8200,1431,0.0,0.1
80000,345,8198,1457,0.0,0.1
90000,330,8252,1418,0.0,0.1
100000,329,8221,1450,0.0,0.1
