step,wins,draws,losses,avg_moves,epsilon
10000,1242,7616,1142,8.48,0.1
20000,3572,5461,967,8.06,0.1
30000,3874,5095,1031,7.97,0.1
40000,5546,3399,1055,7.64,0.1
50000,5487,3481,1032,7.65,0.1
60000,6148,2836,1016,7.52,0.1
70000,6152,2785,1063,7.51,0.1
80000,5939,2990,1071,7.56,0.1
90000,6402,2571,1027,7.47,0.1
100000,6143,2770,1087,7.51,0.1
