step,wins,draws,losses,avg_moves,epsilon
10000,370,4556,5074,7.65,0.3679
20000,1328,7108,1564,8.38,0.1353
30000,4604,4454,942,7.85,0.1
40000,3947,5179,874,8.0,0.1
50000,4535,4517,948,7.86,0.1
60000,6876,2047,1077,7.36,0.1
70000,6832,2142,1026,7.38,0.1
80000,6491,2442,1067,7.44,0.1
90000,6745,2209,1046,7.39,0.1
100000,6714,2310,976,7.42,0.1
