step,wins,draws,losses,avg_moves,epsilon
10000,626,2470,6904,7.34,0.99
20000,648,2403,6949,7.31,0.99
30000,601,2390,7009,7.32,0.99
40000,621,2458,6921,7.34,0.99
50000,665,2416,6919,7.32,0.99
60000,614,2442,6944,7.34,0.99
70000,639,2493,6868,7.35,0.99
80000,639,2426,6935,7.32,0.99
90000,642,2451,6907,7.32,0.99
100000,612,2388,7000,7.31,0.99
