step,wins,draws,losses,avg_moves,epsilon
10000,608,2376,7016,7.29,0.99
20000,615,2469,6916,7.32,0.99
30000,617,2505,6878,7.33,0.99
40000,666,2411,6923,7.32,0.99
50000,654,2428,6918,7.33,0.99
60000,646,2417,6937,7.32,0.99
70000,661,2410,6929,7.33,0.99
80000,620,2460,6920,7.34,0.99
90000,626,2459,6915,7.33,0.99
100000,616,2540,6844,7.34,0.99
