step,wins,draws,losses,avg_moves,epsilon
10000,617,2428,6955,7.32,0.99
20000,592,2480,6928,7.32,0.99
30000,653,2456,6891,7.32,0.99
40000,617,2431,6952,7.31,0.99
50000,673,2452,6875,7.33,0.99
60000,658,2433,6909,7.32,0.99
70000,628,2502,6870,7.35,0.99
80000,657,2415,6928,7.32,0.99
90000,661,2352,6987,7.31,0.99
100000,645,2529,6826,7.34,0.99
