step,wins,draws,losses,avg_moves,epsilon
10000,2781,5920,1299,8.18,0.1
20000,4890,4222,888,7.86,0.1
30000,5600,3503,897,7.74,0.1
40000,5344,3786,870,7.8,0.1
50000,5229,3911,860,7.85,0.1
60000,5179,3963,858,7.87,0.1
70000,5183,3989,828,7.86,0.1
80000,5483,3790,727,7.81,0.1
90000,5329,3929,742,7.86,0.1
100000,4992,4287,721,7.95,0.1
