step,wins,draws,losses,avg_moves,epsilon
10000,1266,7879,855,8.57,0.1
20000,2111,7409,480,8.5,0.1
30000,3688,5866,446,8.19,0.1
40000,4289,5211,500,8.05,0.1
50000,4324,5176,500,8.04,0.1
60000,4377,5153,470,8.04,0.1
70000,4665,4837,498,7.98,0.1
80000,4645,4881,474,7.98,0.1
90000,4633,4864,503,7.99,0.1
100000,4986,4529,485,7.92,0.1
