step,wins,draws,losses,avg_moves,epsilon
10000,610,2414,6976,7.32,0.99
20000,617,2404,6979,7.31,0.99
30000,592,2477,6931,7.32,0.99
40000,632,2460,6908,7.34,0.99
50000,584,2473,6943,7.32,0.99
60000,669,2403,6928,7.31,0.99
70000,655,2360,6985,7.32,0.99
80000,677,2472,6851,7.33,0.99
90000,628,2521,6851,7.34,0.99
100000,639,2470,6891,7.33,0.99
