step,wins,draws,losses,avg_moves,epsilon
10000,195,8234,1571,0.0,0.1
20000,330,8207,1463,0.0,0.1
30000,340,8191,1469,0.0,0.1
40000,348,8205,1447,0.0,0.1
50000,339,8227,1434,0.0,0.1
60000,321,8233,1446,0.0,0.1
70000,315,8211,1474,0.0,0.1
80000,321,8227,1452,0.0,0.1
90000,328,8227,1445,0.0,0.1
100000,355,8173,1472,0.0,0.1
