step,wins,draws,losses,avg_moves,epsilon
10000,2085,6740,1175,8.29,0.1
20000,3461,5572,967,8.07,0.1
30000,4515,4465,1020,7.84,0.1
40000,5073,3892,1035,7.73,0.1
50000,5224,3734,1042,7.7,0.1
60000,5828,3150,1022,7.59,0.1
70000,5292,3733,975,7.7,0.1
80000,6020,2943,1037,7.54,0.1
90000,6275,2676,1049,7.49,0.1
100000,6228,2753,1019,7.52,0.1
