step,wins,draws,losses,avg_moves,epsilon
10000,1555,7311,1134,8.53,0.1
20000,2225,7017,758,8.46,0.1
30000,2744,6779,477,8.38,0.1
40000,3061,6433,506,8.31,0.1
50000,3307,6122,571,8.25,0.1
60000,4789,4535,676,7.97,0.1
70000,5396,3940,664,7.88,0.1
80000,5928,3343,729,7.71,0.1
90000,5694,3544,762,7.77,0.1
100000,5498,3762,740,7.81,0.1
