step,wins,draws,losses,avg_moves,epsilon
10000,2820,3305,3875,0.0,0.1
20000,2885,3442,3673,0.0,0.1
30000,2814,3543,3643,0.0,0.1
40000,2876,3396,3728,0.0,0.1
