step,wins,draws,losses,avg_moves,epsilon
10000,3024,5207,1769,8.06,0.1
20000,4365,4963,672,8.09,0.1
30000,5583,3782,635,7.86,0.1
40000,5970,3418,612,7.76,0.1
50000,5974,3318,708,7.73,0.1
60000,6195,3158,647,7.7,0.1
70000,6020,3361,619,7.75,0.1
80000,5878,3508,614,7.79,0.1
90000,5644,3677,679,7.82,0.1
100000,5899,3505,596,7.79,0.1
