step,wins,draws,losses,avg_moves,epsilon
10000,2292,6951,757,8.38,0.1
20000,2301,7203,496,8.44,0.1
30000,2429,7117,454,8.42,0.1
40000,3661,5852,487,8.17,0.1
50000,4072,5475,453,8.1,0.1
60000,3886,5634,480,8.13,0.1
70000,3805,5709,486,8.15,0.1
80000,3683,5849,468,8.17,0.1
90000,3647,5909,444,8.19,0.1
100000,3713,5770,517,8.17,0.1
