step,wins,draws,losses,avg_moves,epsilon
10000,3363,4569,2068,7.81,0.1
20000,5284,3745,971,7.7,0.1
30000,5987,2955,1058,7.54,0.1
40000,6356,2625,1019,7.48,0.1
50000,5849,3077,1074,7.57,0.1
60000,6231,2711,1058,7.49,0.1
70000,6035,2954,1011,7.55,0.1
80000,6040,2910,1050,7.53,0.1
90000,6065,2889,1046,7.53,0.1
100000,6394,2602,1004,7.48,0.1
