step,wins,draws,losses,avg_moves,epsilon
10000,2654,5714,1632,8.18,0.1
20000,4204,5159,637,8.13,0.1
30000,4763,4636,601,8.02,0.1
40000,5950,3489,561,7.77,0.1
50000,5959,3472,569,7.77,0.1
60000,5489,3876,635,7.85,0.1
70000,5762,3593,645,7.79,0.1
80000,6049,3327,624,7.73,0.1
90000,5967,3424,609,7.75,0.1
100000,5955,3477,568,7.76,0.1
