step,wins,draws,losses,avg_moves,epsilon
10000,2855,5599,1546,8.13,0.1
20000,4593,4797,610,8.04,0.1
30000,4838,4574,588,7.99,0.1
40000,4903,4510,587,7.96,0.1
50000,4978,4454,568,7.94,0.1
60000,4935,4588,477,7.95,0.1
70000,5486,3984,530,7.84,0.1
80000,5754,3681,565,7.8,0.1
90000,5727,3692,581,7.8,0.1
100000,5558,3921,521,7.82,0.1
