step,wins,draws,losses,avg_moves,epsilon
10000,2573,3583,3844,0.0,0.1
20000,2818,3464,3718,0.0,0.1
30000,2858,3467,3675,0.0,0.1
40000,2823,3480,3697,0.0,0.1
50000,2937,3347,3716,0.0,0.1
60000,2758,3524,3718,0.0,0.1
70000,2888,3491,3621,0.0,0.1
80000,2809,3539,3652,0.0,0.1
90000,2824,3569,3607,0.0,0.1
100000,2888,3535,3577,0.0,0.1
