step,wins,draws,losses,avg_moves,epsilon
10000,638,2472,6890,7.33,0.99
20000,583,2448,6969,7.32,0.99
30000,625,2528,6847,7.34,0.99
40000,635,2457,6908,7.32,0.99
50000,670,2403,6927,7.31,0.99
60000,603,2376,7021,7.33,0.99
70000,628,2389,6983,7.31,0.99
80000,582,2465,6953,7.32,0.99
90000,640,2381,6979,7.28,0.99
100000,609,2418,6973,7.32,0.99
