step,wins,draws,losses,avg_moves,epsilon
10000,1198,7984,818,8.61,0.1
20000,3470,6014,516,8.23,0.1
30000,3178,6175,647,8.26,0.1
40000,2932,6528,540,8.33,0.1
50000,3213,6280,507,8.28,0.1
60000,3317,6176,507,8.26,0.1
70000,2345,7120,535,8.46,0.1
80000,3439,6054,507,8.24,0.1
90000,3119,6349,532,8.3,0.1
100000,3695,5809,496,8.19,0.1
