step,wins,draws,losses,avg_moves,epsilon
10000,930,7913,1157,8.62,0.1
20000,1449,7787,764,8.6,0.1
30000,2288,7053,659,8.46,0.1
40000,2849,6647,504,8.36,0.1
50000,3543,5982,475,8.23,0.1
60000,4336,5181,483,8.07,0.1
70000,3786,5662,552,8.17,0.1
80000,4101,5415,484,8.12,0.1
90000,4187,5337,476,8.12,0.1
100000,4618,4852,530,8.04,0.1
