step,wins,draws,losses,avg_moves,epsilon
10000,2713,3465,3822,0.0,0.1
20000,2862,3463,3675,0.0,0.1
30000,2811,3496,3693,0.0,0.1
40000,2800,3510,3690,0.0,0.1
50000,2932,3414,3654,0.0,0.1
60000,2838,3391,3771,0.0,0.1
70000,2878,3431,3691,0.0,0.1
80000,2890,3473,3637,0.0,0.1
90000,2960,3395,3645,0.0,0.1
100000,2827,3428,3745,0.0,0.1
